Ticker,Sector,Date,Open,High,Low,Close,Adj_Close,Volume
AAPL,Technology,2024-05-03,264.79,266.55,261.65,263.83,263.83,7786111
AAPL,Technology,2024-05-06,263.83,264.54,257.69,258.83,258.83,9170415
AAPL,Technology,2024-05-07,258.83,262.19,257.81,261.89,261.89,9209711
AAPL,Technology,2024-05-08,261.89,262.72,258.47,259.96,259.96,7540321
AAPL,Technology,2024-05-09,259.96,262.72,259.23,260.34,260.34,8513551
AAPL,Technology,2024-05-10,260.34,260.57,259.29,260.06,260.06,9390810
AAPL,Technology,2024-05-13,260.06,261.33,256.51,258.08,258.08,11280498
AAPL,Technology,2024-05-14,258.08,264.86,257.2,264.6,264.6,5628953
AAPL,Technology,2024-05-15,264.6,265.9,264.47,264.87,264.87,5706702
AAPL,Technology,2024-05-16,264.87,265.09,258.46,258.65,258.65,7885301
AAPL,Technology,2024-05-17,258.65,259.33,252.97,254.69,254.69,10115935
AAPL,Technology,2024-05-20,254.69,256.32,252.27,254.81,254.81,10434878
AAPL,Technology,2024-05-21,254.81,256.42,252.39,253.28,253.28,4681280
AAPL,Technology,2024-05-22,253.28,258.91,253.25,256.95,256.95,8305677
AAPL,Technology,2024-05-23,256.95,257.19,255.05,255.71,255.71,6830899
AAPL,Technology,2024-05-24,255.71,256.59,251.05,253.59,253.59,9643141
AAPL,Technology,2024-05-27,253.59,255.32,253.01,255.23,255.23,9812938
AAPL,Technology,2024-05-28,255.23,258.31,253.14,257.3,257.3,11887069
AAPL,Technology,2024-05-29,257.3,261.85,256.51,261.05,261.05,3668282
AAPL,Technology,2024-05-30,261.05,261.11,253.28,254.84,254.84,9914567
AAPL,Technology,2024-05-31,254.84,255.11,249.98,250.64,250.64,8113756
AAPL,Technology,2024-06-03,250.64,251.02,246.96,247.55,247.55,9824602
AAPL,Technology,2024-06-04,247.55,252.59,245.11,251.81,251.81,6087451
AAPL,Technology,2024-06-05,251.81,254.35,251.64,254.14,254.14,8214545
AAPL,Technology,2024-06-06,254.14,257.77,253.8,256.15,256.15,7011495
AAPL,Technology,2024-06-07,256.15,256.6,253.88,254.43,254.43,10483810
AAPL,Technology,2024-06-10,254.43,254.8,244.98,246.16,246.16,7020619
AAPL,Technology,2024-06-11,246.16,247.15,237.78,238.78,238.78,5975492
AAPL,Technology,2024-06-12,238.78,238.8,232.49,233.26,233.26,2693275
AAPL,Technology,2024-06-13,233.26,234.95,233.11,234.23,234.23,9365448
AAPL,Technology,2024-06-14,234.23,234.6,230.71,231.3,231.3,13449662
AAPL,Technology,2024-06-17,231.3,232.3,230.29,232.06,232.06,6039196
AAPL,Technology,2024-06-18,232.06,237.84,231.1,237.46,237.46,6775960
AAPL,Technology,2024-06-19,237.46,238.39,236.24,236.64,236.64,6673650
AAPL,Technology,2024-06-20,236.64,241.14,236.25,240.2,240.2,12504309
AAPL,Technology,2024-06-21,240.2,241.4,237.4,237.56,237.56,10005356
AAPL,Technology,2024-06-24,237.56,239.77,234.27,234.53,234.53,5298826
AAPL,Technology,2024-06-25,234.53,243.4,232.86,243.27,243.27,9416659
AAPL,Technology,2024-06-26,243.27,244.64,241.44,244.21,244.21,11229008
AAPL,Technology,2024-06-27,244.21,250.7,244.12,250.19,250.19,9874575
AAPL,Technology,2024-06-28,250.19,260.42,250.03,259.87,259.87,6975485
AAPL,Technology,2024-07-01,259.87,261.59,255.85,256.08,256.08,9507536
AAPL,Technology,2024-07-02,256.08,261.97,255.82,261.11,261.11,4392456
AAPL,Technology,2024-07-03,261.11,261.4,259.47,260.31,260.31,7622686
AAPL,Technology,2024-07-04,260.31,266.64,260.03,264.68,264.68,5344337
AAPL,Technology,2024-07-05,264.68,275.12,263.85,275.06,275.06,9618273
AAPL,Technology,2024-07-08,275.06,275.23,274.71,274.75,274.75,6695780
AAPL,Technology,2024-07-09,274.75,274.87,270.47,271.98,271.98,1617556
AAPL,Technology,2024-07-10,271.98,273.33,263.3,263.66,263.66,7108541
AAPL,Technology,2024-07-11,263.66,264.48,257.88,258.25,258.25,7832984
AAPL,Technology,2024-07-12,258.25,261.09,257.51,260.29,260.29,5290275
AAPL,Technology,2024-07-15,260.29,260.8,258.03,258.4,258.4,7449881
AAPL,Technology,2024-07-16,258.4,262.69,258.02,261.71,261.71,10782391
AAPL,Technology,2024-07-17,261.71,262.35,255.9,257.62,257.62,12235248
AAPL,Technology,2024-07-18,257.62,258.46,251.4,252.98,252.98,9454423
AAPL,Technology,2024-07-19,252.98,254.75,246.53,248.27,248.27,6692186
AAPL,Technology,2024-07-22,248.27,252.07,247.91,252.04,252.04,7863330
AAPL,Technology,2024-07-23,252.04,255.08,251.41,253.35,253.35,6996456
AAPL,Technology,2024-07-24,253.35,253.45,248.41,248.61,248.61,5651905
AAPL,Technology,2024-07-25,248.61,251.98,248.14,250.28,250.28,9264649
AAPL,Technology,2024-07-26,250.28,258.12,248.44,256.51,256.51,4929015
AAPL,Technology,2024-07-29,256.51,256.54,253.91,254.26,254.26,8476540
AAPL,Technology,2024-07-30,254.26,254.85,248.03,248.94,248.94,4755956
AAPL,Technology,2024-07-31,248.94,249.99,243.41,245.45,245.45,7269071
AAPL,Technology,2024-08-01,245.45,246.12,244.88,245.95,245.95,8292823
AAPL,Technology,2024-08-02,245.95,255.64,245.6,255.54,255.54,8582049
AAPL,Technology,2024-08-05,255.54,256.73,254.9,256.38,256.38,12349876
AAPL,Technology,2024-08-06,256.38,259.84,255.27,259.26,259.26,10230758
AAPL,Technology,2024-08-07,259.26,260.45,252.48,252.56,252.56,9489613
AAPL,Technology,2024-08-08,252.56,254.74,251.73,253.38,253.38,9484788
AAPL,Technology,2024-08-09,253.38,259.52,253.31,258.42,258.42,4013693
AAPL,Technology,2024-08-12,258.42,260.46,257.58,260.24,260.24,8321234
AAPL,Technology,2024-08-13,260.24,262.37,260.2,262.14,262.14,9635601
AAPL,Technology,2024-08-14,262.14,262.44,260.67,262.41,262.41,9202480
AAPL,Technology,2024-08-15,262.41,263.75,258.27,258.47,258.47,6944645
AAPL,Technology,2024-08-16,258.47,264.44,257.57,264.23,264.23,8679277
AAPL,Technology,2024-08-19,264.23,264.85,258.96,259.04,259.04,10557152
AAPL,Technology,2024-08-20,259.04,260.5,256.24,257.19,257.19,8753268
AAPL,Technology,2024-08-21,257.19,259.0,250.43,250.85,250.85,7323716
AAPL,Technology,2024-08-22,250.85,251.78,244.04,245.95,245.95,5102250
AAPL,Technology,2024-08-23,245.95,246.62,241.19,242.14,242.14,7486426
AAPL,Technology,2024-08-26,242.14,242.8,240.98,242.11,242.11,11890660
AAPL,Technology,2024-08-27,242.11,242.18,235.96,236.55,236.55,6666854
AAPL,Technology,2024-08-28,236.55,237.68,234.08,234.43,234.43,5183431
AAPL,Technology,2024-08-29,234.43,238.37,233.91,237.37,237.37,9519036
AAPL,Technology,2024-08-30,237.37,239.68,236.57,238.24,238.24,8395274
AAPL,Technology,2024-09-02,238.24,238.79,236.81,237.08,237.08,8802696
AAPL,Technology,2024-09-03,237.08,241.5,235.43,239.57,239.57,4982383
AAPL,Technology,2024-09-04,239.57,243.81,239.07,242.89,242.89,8537091
AAPL,Technology,2024-09-05,242.89,244.13,241.72,242.98,242.98,8823524
AAPL,Technology,2024-09-06,242.98,249.07,242.41,247.95,247.95,7137698
AAPL,Technology,2024-09-09,247.95,251.4,247.54,250.29,250.29,9716016
AAPL,Technology,2024-09-10,250.29,253.19,248.91,252.33,252.33,9556903
AAPL,Technology,2024-09-11,252.33,252.48,251.15,251.85,251.85,9187893
AAPL,Technology,2024-09-12,251.85,253.98,251.65,253.58,253.58,8111447
AAPL,Technology,2024-09-13,253.58,254.34,247.07,248.56,248.56,8512713
AAPL,Technology,2024-09-16,248.56,250.1,248.46,249.7,249.7,8669651
AAPL,Technology,2024-09-17,249.7,252.32,249.53,252.13,252.13,8980429
AAPL,Technology,2024-09-18,252.13,252.54,251.44,251.57,251.57,6319710
AAPL,Technology,2024-09-19,251.57,257.8,251.2,256.23,256.23,6738067
AAPL,Technology,2024-09-20,256.23,258.32,255.32,255.88,255.88,12514776
AAPL,Technology,2024-09-23,255.88,258.14,249.83,250.48,250.48,10369541
AAPL,Technology,2024-09-24,250.48,256.18,249.83,254.85,254.85,7761977
AAPL,Technology,2024-09-25,254.85,263.18,253.93,262.06,262.06,7504238
AAPL,Technology,2024-09-26,262.06,262.76,258.12,259.42,259.42,11465035
AAPL,Technology,2024-09-27,259.42,260.58,258.98,259.26,259.26,7447864
AAPL,Technology,2024-09-30,259.26,262.92,258.59,262.16,262.16,11189966
AAPL,Technology,2024-10-01,262.16,263.84,261.08,263.09,263.09,7880560
AAPL,Technology,2024-10-02,263.09,265.53,263.05,264.73,264.73,4566139
AAPL,Technology,2024-10-03,264.73,266.12,264.06,265.4,265.4,10389805
AAPL,Technology,2024-10-04,265.4,265.43,263.98,264.46,264.46,2182689
AAPL,Technology,2024-10-07,264.46,265.26,257.95,258.33,258.33,9149293
AAPL,Technology,2024-10-08,258.33,258.98,258.33,258.39,258.39,5219924
AAPL,Technology,2024-10-09,258.39,265.3,257.49,264.38,264.38,8090384
AAPL,Technology,2024-10-10,264.38,264.47,262.41,263.47,263.47,7325359
AAPL,Technology,2024-10-11,263.47,271.42,262.95,270.73,270.73,6932040
AAPL,Technology,2024-10-14,270.73,272.88,270.66,272.01,272.01,6447351
AAPL,Technology,2024-10-15,272.01,275.46,271.38,275.02,275.02,10613623
AAPL,Technology,2024-10-16,275.02,276.71,272.74,275.66,275.66,6345949
AAPL,Technology,2024-10-17,275.66,283.23,274.52,283.0,283.0,6729684
AAPL,Technology,2024-10-18,283.0,287.09,281.05,285.8,285.8,9047176
AAPL,Technology,2024-10-21,285.8,286.27,285.23,286.13,286.13,8507827
AAPL,Technology,2024-10-22,286.13,291.12,285.58,290.99,290.99,11777568
AAPL,Technology,2024-10-23,290.99,292.69,284.03,285.81,285.81,12804169
AAPL,Technology,2024-10-24,285.81,287.85,285.34,285.53,285.53,10120783
AAPL,Technology,2024-10-25,285.53,290.32,284.92,288.5,288.5,4990860
AAPL,Technology,2024-10-28,288.5,295.54,287.93,294.63,294.63,8625617
AAPL,Technology,2024-10-29,294.63,295.42,291.99,292.37,292.37,7300424
AAPL,Technology,2024-10-30,292.37,292.43,284.43,285.31,285.31,1163497
AAPL,Technology,2024-10-31,285.31,292.42,284.88,290.4,290.4,7791572
AAPL,Technology,2024-11-01,290.4,295.55,289.85,294.09,294.09,8831609
AAPL,Technology,2024-11-04,294.09,294.65,291.59,294.06,294.06,8610017
AAPL,Technology,2024-11-05,294.06,295.51,291.33,293.09,293.09,10040532
AAPL,Technology,2024-11-06,293.09,293.5,290.75,291.73,291.73,10934002
AAPL,Technology,2024-11-07,291.73,297.33,290.53,297.22,297.22,8573093
AAPL,Technology,2024-11-08,297.22,297.46,296.19,296.25,296.25,6349895
AAPL,Technology,2024-11-11,296.25,297.47,295.75,295.84,295.84,3204318
AAPL,Technology,2024-11-12,295.84,300.5,293.36,300.09,300.09,15050606
AAPL,Technology,2024-11-13,300.09,300.57,295.03,296.35,296.35,5504225
AAPL,Technology,2024-11-14,296.35,300.51,296.02,299.25,299.25,6438287
AAPL,Technology,2024-11-15,299.25,304.44,298.21,304.24,304.24,9189636
AAPL,Technology,2024-11-18,304.24,305.56,303.07,305.11,305.11,8738289
AAPL,Technology,2024-11-19,305.11,305.2,301.9,303.24,303.24,10848872
AAPL,Technology,2024-11-20,303.24,307.73,302.31,306.33,306.33,8711907
AAPL,Technology,2024-11-21,306.33,311.45,304.35,311.13,311.13,9088482
AAPL,Technology,2024-11-22,311.13,312.33,308.88,310.18,310.18,9367880
AAPL,Technology,2024-11-25,310.18,314.52,309.99,313.72,313.72,8301383
AAPL,Technology,2024-11-26,313.72,313.74,311.49,313.1,313.1,4055022
AAPL,Technology,2024-11-27,313.1,315.04,308.34,309.13,309.13,4824584
AAPL,Technology,2024-11-28,309.13,318.21,306.35,316.93,316.93,6360818
AAPL,Technology,2024-11-29,316.93,318.83,315.16,317.4,317.4,4051043
AAPL,Technology,2024-12-02,317.4,325.6,316.53,322.46,322.46,9381124
AAPL,Technology,2024-12-03,322.46,322.96,320.46,321.43,321.43,7326379
AAPL,Technology,2024-12-04,321.43,321.55,312.24,313.46,313.46,6518128
AAPL,Technology,2024-12-05,313.46,313.95,303.45,304.65,304.65,10257850
AAPL,Technology,2024-12-06,304.65,304.93,299.18,300.35,300.35,9322489
AAPL,Technology,2024-12-09,300.35,309.12,298.43,308.85,308.85,9057139
AAPL,Technology,2024-12-10,308.85,309.62,308.13,308.94,308.94,8152852
AAPL,Technology,2024-12-11,308.94,311.49,308.88,311.31,311.31,8097420
AAPL,Technology,2024-12-12,311.31,312.14,306.81,308.22,308.22,7277830
AAPL,Technology,2024-12-13,308.22,309.15,306.25,307.14,307.14,10147818
AAPL,Technology,2024-12-16,307.14,308.67,305.67,305.96,305.96,6123157
AAPL,Technology,2024-12-17,305.96,317.91,305.18,316.34,316.34,8993117
AAPL,Technology,2024-12-18,316.34,316.51,314.11,315.66,315.66,11896151
AAPL,Technology,2024-12-19,315.66,315.99,308.46,308.57,308.57,14191302
AAPL,Technology,2024-12-20,308.57,310.59,303.84,305.03,305.03,10649717
AAPL,Technology,2024-12-23,305.03,307.26,304.57,306.6,306.6,7511407
AAPL,Technology,2024-12-24,306.6,307.85,303.4,304.11,304.11,7525915
AAPL,Technology,2024-12-25,304.11,304.15,300.55,300.83,300.83,4265850
AAPL,Technology,2024-12-26,300.83,303.51,299.42,302.5,302.5,5039676
AAPL,Technology,2024-12-27,302.5,308.22,301.65,305.84,305.84,7866154
AAPL,Technology,2024-12-30,305.84,308.68,304.63,308.58,308.58,9510592
AAPL,Technology,2024-12-31,308.58,308.68,303.64,304.53,304.53,10966623
MSFT,Technology,2024-01-01,330.0,336.09,329.3,335.27,335.27,4622854
MSFT,Technology,2024-01-02,335.27,336.9,332.16,335.85,335.85,8943962
MSFT,Technology,2024-01-03,335.85,337.4,335.17,336.99,336.99,9397750
MSFT,Technology,2024-01-04,336.99,338.19,329.73,332.17,332.17,9219179
MSFT,Technology,2024-01-05,332.17,335.03,326.18,327.27,327.27,8075040
MSFT,Technology,2024-01-08,327.27,328.66,327.17,328.66,328.66,7762664
MSFT,Technology,2024-01-09,328.66,333.5,327.91,333.11,333.11,9439025
MSFT,Technology,2024-01-10,333.11,333.43,330.27,330.98,330.98,5843676
MSFT,Technology,2024-01-11,330.98,331.36,330.68,331.34,331.34,8474189
MSFT,Technology,2024-01-12,331.34,343.42,331.33,343.01,343.01,4851593
MSFT,Technology,2024-01-15,343.01,343.43,337.45,338.14,338.14,8129572
MSFT,Technology,2024-01-16,338.14,339.01,328.6,329.84,329.84,7654189
MSFT,Technology,2024-01-17,329.84,330.63,323.23,324.48,324.48,9001257
MSFT,Technology,2024-01-18,324.48,324.57,321.39,321.58,321.58,7190993
MSFT,Technology,2024-01-19,321.58,321.97,319.03,319.05,319.05,6251043
MSFT,Technology,2024-01-22,319.05,320.21,309.23,312.42,312.42,10242367
MSFT,Technology,2024-01-23,312.42,312.7,305.18,306.66,306.66,7240039
MSFT,Technology,2024-01-24,306.66,328.62,304.98,327.62,327.62,22397909
MSFT,Technology,2024-01-25,327.62,328.38,322.08,323.29,323.29,6814950
MSFT,Technology,2024-01-26,323.29,323.95,317.96,318.11,318.11,6955624
MSFT,Technology,2024-01-29,318.11,323.65,317.24,321.97,321.97,6900280
MSFT,Technology,2024-01-30,321.97,327.11,320.67,325.5,325.5,8770525
MSFT,Technology,2024-01-31,325.5,328.13,325.12,327.98,327.98,6246363
MSFT,Technology,2024-02-01,327.98,328.47,326.24,327.3,327.3,6294913
MSFT,Technology,2024-02-02,327.3,329.16,325.32,327.44,327.44,7338254
MSFT,Technology,2024-02-05,327.44,328.72,326.31,327.1,327.1,7818038
MSFT,Technology,2024-02-06,327.1,333.1,327.09,332.34,332.34,6697762
MSFT,Technology,2024-02-07,332.34,335.36,328.19,328.99,328.99,10866876
MSFT,Technology,2024-02-08,328.99,337.91,328.83,334.95,334.95,6278035
MSFT,Technology,2024-02-09,334.95,336.47,334.04,335.33,335.33,9702880
MSFT,Technology,2024-02-12,335.33,335.49,333.28,334.57,334.57,7873136
MSFT,Technology,2024-02-13,334.57,335.07,331.1,331.15,331.15,5563487
MSFT,Technology,2024-02-14,331.15,332.67,330.84,331.57,331.57,5820074
MSFT,Technology,2024-02-15,331.57,332.6,329.22,330.69,330.69,7114449
MSFT,Technology,2024-02-16,330.69,332.6,330.27,332.38,332.38,7993755
MSFT,Technology,2024-02-19,332.38,336.57,329.55,336.09,336.09,9652827
MSFT,Technology,2024-02-20,336.09,340.24,335.89,338.08,338.08,7125278
MSFT,Technology,2024-02-21,338.08,339.31,333.67,334.39,334.39,8753727
MSFT,Technology,2024-02-22,334.39,334.76,330.22,331.81,331.81,7904626
MSFT,Technology,2024-02-23,331.81,334.16,326.65,327.52,327.52,11444592
MSFT,Technology,2024-02-26,327.52,329.62,325.95,328.49,328.49,7441055
MSFT,Technology,2024-02-27,328.49,335.15,328.02,334.82,334.82,9464586
MSFT,Technology,2024-02-28,334.82,336.47,333.35,336.21,336.21,5940546
MSFT,Technology,2024-02-29,336.21,340.09,335.28,338.48,338.48,2688254
MSFT,Technology,2024-03-01,338.48,344.5,337.36,344.39,344.39,9914726
MSFT,Technology,2024-03-04,344.39,351.16,344.07,350.06,350.06,100000
MSFT,Technology,2024-03-05,350.06,351.38,347.95,348.9,348.9,9612193
MSFT,Technology,2024-03-06,348.9,350.12,331.54,333.57,333.57,11030201
MSFT,Technology,2024-03-07,333.57,336.99,331.06,331.23,331.23,6348950
MSFT,Technology,2024-03-08,331.23,342.66,329.87,340.09,340.09,9422064
MSFT,Technology,2024-03-11,340.09,344.8,338.58,344.04,344.04,6441762
MSFT,Technology,2024-03-12,344.04,349.8,342.47,348.84,348.84,7535217
MSFT,Technology,2024-03-13,348.84,351.45,344.92,345.59,345.59,4722891
MSFT,Technology,2024-03-14,345.59,347.55,343.9,346.75,346.75,9397034
MSFT,Technology,2024-03-15,346.75,348.08,344.23,345.89,345.89,3350330
MSFT,Technology,2024-03-18,345.89,346.37,339.87,340.06,340.06,3755745
MSFT,Technology,2024-03-19,340.06,342.04,338.66,341.84,341.84,7532131
MSFT,Technology,2024-03-20,341.84,342.39,338.72,340.31,340.31,1106570
MSFT,Technology,2024-03-21,340.31,342.83,339.09,340.42,340.42,9867462
MSFT,Technology,2024-03-22,340.42,343.85,339.38,342.35,342.35,10944639
MSFT,Technology,2024-03-25,342.35,342.63,341.62,342.11,342.11,7469328
MSFT,Technology,2024-03-26,342.11,343.37,336.31,338.33,338.33,7349303
MSFT,Technology,2024-03-27,338.33,339.47,338.19,338.46,338.46,5285536
MSFT,Technology,2024-03-28,338.46,339.85,330.26,330.34,330.34,9238254
MSFT,Technology,2024-03-29,330.34,331.04,321.91,323.35,323.35,9360933
MSFT,Technology,2024-04-01,323.35,326.47,315.49,317.54,317.54,10795374
MSFT,Technology,2024-04-02,317.54,318.57,313.22,314.5,314.5,14391637
MSFT,Technology,2024-04-03,314.5,314.69,312.38,313.42,313.42,8206745
MSFT,Technology,2024-04-04,313.42,317.08,308.38,308.93,308.93,12824022
MSFT,Technology,2024-04-05,308.93,318.11,308.91,316.8,316.8,6252792
MSFT,Technology,2024-04-08,316.8,318.54,315.42,316.21,316.21,9445945
MSFT,Technology,2024-04-09,316.21,316.86,313.14,313.3,313.3,11899228
MSFT,Technology,2024-04-10,313.3,315.25,312.84,314.93,314.93,9227397
MSFT,Technology,2024-04-11,314.93,316.59,313.82,316.55,316.55,7813190
MSFT,Technology,2024-04-12,316.55,320.6,314.66,315.97,315.97,9213017
MSFT,Technology,2024-04-15,315.97,322.72,315.83,321.99,321.99,4548132
MSFT,Technology,2024-04-16,321.99,327.23,320.46,326.36,326.36,9288184
MSFT,Technology,2024-04-17,326.36,330.34,325.72,330.08,330.08,5968744
MSFT,Technology,2024-04-18,330.08,331.44,326.99,327.34,327.34,9160221
MSFT,Technology,2024-04-19,327.34,328.01,323.82,325.06,325.06,9016637
MSFT,Technology,2024-04-22,325.06,336.11,324.81,334.68,334.68,8578971
MSFT,Technology,2024-04-23,334.68,337.36,333.26,337.35,337.35,9027937
MSFT,Technology,2024-04-24,337.35,338.68,336.66,336.71,336.71,7359404
MSFT,Technology,2024-04-25,336.71,345.7,336.44,345.39,345.39,7152400
MSFT,Technology,2024-04-26,345.39,347.68,342.9,347.27,347.27,8841884
MSFT,Technology,2024-04-29,347.27,349.99,343.1,346.04,346.04,6541227
